Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,,3,bodies,,T,F
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,,1,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,US,BR,20,20,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,6000,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,1000,live,,T,F
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,48,48,live,,Z,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,US,BR,37,15,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,US,XX,,4,live,,L,I
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,US,XX,4,,live,,Z,I
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,750,,live,,T,F
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,SG,,2300,800,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,600,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,200,live,,T,F
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,,1920,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,400,900,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,US,BR,342,92,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KE,US,BR,,2,live,,T,W
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,240,240,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,US,BR,6,,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,PE,,,144,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,BR,,,1000,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,BR,,,1000,live,,T,F
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,PE,,,340,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,300,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,500,2700,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,600,live,,T,F
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,20,,live,,T,W
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,,48,live,,T,C
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,48,,live,,T,W
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,40,,scales,,T,I
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,184,,scales,,T,W
2001,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,46,,unspecified,,T,W
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CL,PE,,,150,scales,kg,Q,W
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CZ,PE,,,20,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CZ,PE,,20,,live,,Z,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,,150,scales,kg,Q,W
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,SG,,,200,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,350,7,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,500,300,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MY,SG,,,200,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,PE,,,40,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,SG,,,1000,live,,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,135,181,scales,kg,T,C
2002,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,173,175,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,SG,,,100,live,,T,F
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BS,US,,3,,live,,Z,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,CA,XX,,20,scales,,L,I
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,500,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,24,24,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,10,10,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,US,XX,,3,live,,Z,I
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,750,1150,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,2011,2100,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,550,900,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,100,100,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,1740,2070,live,,T,F
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,CN,XX,2,,live,,Z,I
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,SG,,,100,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,SG,,265,450,live,,T,F
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,BR,,,500,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,202,live,,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,2,,live,,T,W
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,75,scales,kg,T,C
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,60,,scales,kg,T,R
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,CO,,8000,,scales,,T,I
2003,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,200,450,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,5,5,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,CA,XX,1,1,skins,,L,I
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,PE,,,5,bodies,kg,T,W
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,PE,,8,,meat,kg,T,W
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DO,PE,,8,,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,BR,XX,8,,carvings,,,I
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,10,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,20,,live,,Z,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,SG,,7900,9850,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,190,226,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,152,211,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,30,38,scales,kg,T,W
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,630,880,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,1060,730,live,,T,F
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,SG,,1,1,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SI,BR,,24,,scales,,,I
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,SG,,200,230,live,,T,F
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,BR,,,312,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,SG,,,300,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,106,158,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,2,,live,,T,W
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,200,200,scales,kg,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,595,595,live,,T,C
2004,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,23,,live,,T,W
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,3,,bodies,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,,3,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,,4,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,2,,live,,T,U
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,PE,,36,,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,PE,,,90,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,4,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,,18.3,bodies,kg,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,BR,XX,1.78,,scales,kg,,I
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,8,8,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,SG,,2000,3000,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,100,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,595,800,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,880,3557,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,939,939,live,,T,F
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,PE,,,200,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SU,PE,,,30,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,40,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,6,112,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,2,,live,,T,O
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,100,,live,,T,W
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,300,scales,kg,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,12,,live,,S,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,1354,1516,live,,T,C
2005,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,150,,live,,T,W
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,BR,,,30,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,10,10,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,SG,,,800,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,SG,,800,,live,,T,F
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,SG,XX,,1,live,,T,U
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,SG,,,400,live,,T,F
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,50,100,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,1093,,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,,360,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,360,,live,,T,F
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,20,,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LK,SG,,,10,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,60,100,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,GY,,,61,scales,,S,W
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,GY,,,2,skeletons,,S,W
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,GY,,,15,specimens,flasks,S,W
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,500,,bodies,,T,I
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,340,,live,,T,C
2006,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,150,,live,,T,W
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AR,PE,,,16,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,,6,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,3940,,meat,kg,T,R
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,BR,,,3940,unspecified,kg,T,R
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CO,BO,,,10620,meat,kg,T,W
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DK,PE,,47,47,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,68,137,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,10,10,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,CH,BR,500,500,meat,kg,T,R
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,,24,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,SG,,,10,live,,T,F
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,PE,,133,133,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,500,1250,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,48,meat,kg,E,W
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,932,1357,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,909,909,live,,T,F
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,48,48,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MY,PE,,21,21,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,RU,PE,,,63,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SE,PE,,50,100,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,300,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,4700,,carvings,,T,W
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,163,3212,live,,T,C
2007,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,680,,live,,T,W
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,SG,XX,,2,live,,Z,O
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,SG,XX,,2,live,,Z,U
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,SG,,4,,live,,E,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,TH,SG,,12,live,,T,F
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,TH,,12,,live,,T,F
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,US,,4,,live,,E,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AR,PE,,,12,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AT,PE,,6,,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,PE,,,32,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,PE,,,2271,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CR,PE,,,32,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,EC,PE,,,4,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,69,,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,10000,derivatives,kg,T,R
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,2000,2000,meat,kg,T,R
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,34,10,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,3088,2723,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,500,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,1345,920,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,626,650,live,,T,F
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,PE,,10,10,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,SG,,,1,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PL,PE,,50,50,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,100,fingerlings,,S,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SR,PE,,,16,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,PE,,,259,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,PE,,,767,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,791,3493,live,,T,C
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,28,,live,,T,I
2008,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,2462,,live,,T,W
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BM,US,XX,,1,live,,T,I
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,PE,,,2400,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,,20,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DK,SG,,,4,live,,T,F
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,SG,,1,1,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,5000,,meat,kg,T,R
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,SG,,10,10,live,,T,F
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,7349,8021,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,100,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,50,skins,,T,W
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,622,623,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,SG,,976,980,live,,T,F
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,SG,,,10,live,,T,F
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PL,PE,,50,50,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,600,1450,live,,T,C
2009,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,450,,live,,T,W
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,PE,,,53.73,meat,kg,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BS,US,PE,,10,live,,T,I
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,PE,,,28,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,,120,meat,kg,T,F
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,10,,meat,kg,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,PE,,,10,meat,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,20.32,20.32,meat,kg,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,,260,meat,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,18,18,meat,kg,T,F
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,44.56,89.82,meat,kg,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,13.57,,meat,kg,T,R
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,1,,meat,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,PE,,60,132,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,6360,11542,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,890,live,,T,C
2010,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,901.08,901.08,meat,kg,T,F
