Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,6,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,6,,skin pieces,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,PE,,987.2,1000.60,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,600,bodies,,S,F
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,100,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,470,skin pieces,,S,F
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,BR,,,950,specimens,,S,F
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GR,BR,XX,9,,leather products (small),,,
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GR,BR,,,30,garments,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,,40,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,IT,,2,,leather products (small),,,
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,24310,27239,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,BR,,,10,derivatives,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,BR,,,40,leather products (large),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,495,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,219,derivatives,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,764,leather products (large),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,778,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,219,107,skins,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,710,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,90,garments,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,90,leather products (large),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,25,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,320,510,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,90,,skins,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,20,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,IT,BR,16,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,1469,1270,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,98,113.40,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,US,BR,,12,leather products (small),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,US,BR,12,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,FR,BR,10,10,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,TH,,44,55,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,TH,,11,,live,,Z,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KW,FR,BR,,2,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LB,FR,PE,,28.9,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LU,PH,BR,5,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,,15,derivatives,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,,15,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,30,,skins,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,PE,,30,,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MY,FR,BR,,8,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,BR,,,8,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NO,FR,BR,,2,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,BR,,,5,leather products (large),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,PE,,,300,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PL,BR,,440,350,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,5,garments,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,12,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,6,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,QA,FR,BR,,2,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,FR,BR,,2,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,TH,SG,1,,live,,P,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,TH,SG,,1,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SJ,BR,,,50,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,BR,,,41,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TH,BR,,41,,skins,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,BR,,,45,derivatives,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,FR,BR,,2,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,AT,BR,6,6,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,XX,200,,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,XX,191,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,25,derivatives,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,295,354,leather products (large),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,1398,2258,leather products (large),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,141,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,91384.69,95122.45,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,6355.83,,meat,kg,T,I
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,CA,BR,8,114,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,FR,BR,2,,leather products (small),,T,I
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,FR,BR,39,40,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,2,,leather products (small),,P,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,3,,leather products (small),,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,MX,BR,12,240,leather products (small),,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,MX,XX,8,,bodies,,P,I
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,2465,2860,live,,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,195,,live,,T,F
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,200,,live,,T,W
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,1,,leather products (small),,P,I
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,4877,22295,meat,kg,T,C
2014,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,271,,meat,kg,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,PE,,,12,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AU,IT,BR,1,,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AZ,IT,BR,,1,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,BE,PE,,10,10,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,194,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,BR,,,1000,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CA,IT,BR,,1,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,IT,BR,187,,carvings,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,IT,BR,22,22,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CH,IT,BR,48,236,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CL,PE,,,2851,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,100,leather products (large),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,,21,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,75,,skins,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,BR,,51,,skins,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,IT,BR,,9,plates,m2,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,IT,BR,,13,plates,m2,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,KR,CN,1,,specimens,,Q,O
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,CN,PE,,,5244,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DE,BR,,5,220,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,DK,SG,,,10,live,,T,F
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,PE,,328,328,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ES,SG,,5,5,live,,T,F
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,BR,,,5,garments,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,CH,BR,1,2,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,FR,CH,BR,5,12,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GB,PE,,,268,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GR,BR,,,58,garments,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GR,BR,,,55,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,GR,BR,,29,,leather products (small),,,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,,150,leather products (large),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,,44,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,BR,,12,,skins,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,CH,BR,,6,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,CH,,6,,leather products (small),,,
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,HK,PE,,53405,69383,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,CO,,,103,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,ID,PE,,,168,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IL,PE,,,40,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IN,IT,BR,,28,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,130,leather products (large),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,302,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,24,meat,kg,P,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,213,,plates,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,109,,skins,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,294,,skins,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,IT,BR,,,20,skin pieces,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,268,garments,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,18,leather products (large),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,150,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,296.9,420,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,88,,skins,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,BR,,,60,skin pieces,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,FR,BR,7,7,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,IT,BR,,35,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,1300,1402,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,20,,scales,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,JP,PE,,,20,scales,,S,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,CO,,120,114,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,IT,BR,10,10,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KR,IT,BR,39,46,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KW,CH,BR,,9,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,KW,CH,BR,,12,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LB,BR,,,5,garments,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,LB,BR,,,15,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,,1250,leather products (large),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,,300,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,1622,40,skins,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,300,,skins,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,BR,,,582,skin pieces,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MX,US,BR,190,39,skins,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,MY,CH,BR,,2,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NL,PE,,120,160,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,NO,PE,,10,36,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PH,PE,,,547,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PL,BR,,,20,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,100,fingerlings,,S,F
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,40,garments,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,100,,live,,S,F
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,PT,BR,,,50,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,QA,IT,BR,,4,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,RU,IT,BR,,9,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,CH,BR,,4,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SG,PE,,,283,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,SR,BR,XX,100,,live,,B,U
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TR,BR,,,6,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,TW,SG,,,240,live,,T,F
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,UA,IT,BR,,1,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,AU,XX,6,,live,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,XX,150,,skins,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,XX,67,,skin pieces,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,395,garments,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,,666,leather products (large),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,6,,leather products (large),,T,I
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,79,4730,leather products (large),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,1,,leather products (small),,P,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,124,140,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,1,,leather products (small),,T,I
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,227,790,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,34588.23,67882,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,7253,,meat,kg,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,1,,skins,,P,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,150,,skins,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,3095,,skins,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,394,75,skin pieces,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,1178,,skin pieces,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,CA,BR,892,1194,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,CO,,,252,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,CO,,248,,live,,T,I
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,HK,PE,2,2,specimens,,S,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,1,,leather products (small),,P,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,4,,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,IT,BR,3,3,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,MS,BR,16.3,,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,MX,BR,142,757,leather products (small),,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,MX,BR,485,323,leather products (small),,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,MX,XX,9,,leather products (small),,P,I
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,XX,1,,jewellery,,P,I
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,,400,live,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,16643,20185,live,,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,1125,,live,,T,W
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,19828.08,38993,meat,kg,T,C
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,72,,scales,,P,I
2015,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,403,,scales,,T,I
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,BR,,,300,meat,kg,T,C
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,ES,BR,,12,leather products (small),,T,W
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,PE,,,1000,meat,kg,T,C
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,TH,,,2,live,,T,D
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AE,US,CO,,2,live,,Z,C
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AR,PE,,,6,live,,T,C
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,AU,IT,BR,,1,leather products (small),,T,C
